PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEMP,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,RATTLE,COMMENTS,"ELEVATION, M"
900254001037779,04-14-2019,11:45,"DME, AS",NO,RATTLE,SUNNY,4,19.4,14.6,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,GOLD,49.7,140,60,80,M,SUB ADULT,NA,>100,>100,SW,SW,NO,12:45,04-14-2019,SAME AS CAPTURE,0,5+B,,
989001006782064,04-14-2019,11:45,"DME, AS",NO,RATTLE,SUNNY,4,19.4,14.6,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,GOLD,53.2,148,60,88,M,SUB ADULT,NA,>100,>100,SW,SW,NO,13:00,04-14-2019,SAME AS CAPTURE,0,6+B,,
989002009587802,04-14-2019,11:45,"DME, AS",NO,RATTLE,SUNNY,4,19.4,14.6,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,1E,76.9,510,107,403,F,ADULT,GRAVID,>100,>100,SW,SW,NO,14:00,04-17-2019,SAME AS CAPTURE,3,,ELIZABETH-3 OVA DETECTED,
47241F5A64,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,68,268,110,158,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,14:35,04-16-2019,SAME AS CAPTURE,0,2 NEW SEGMENTS SINCE 2017,,
4C13334106,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,1A,55.8,262,115,147,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,12:00,04-18-2019,SAME AS CAPTURE,2,,DELPHINI-KEPT FOR REMOVAL OF TRANSMITTER,
4C1B4F0300,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,85.3,490,110,380,M,ADULT,NA,>100,>100,SW,SW,NO,14:21,04-16-2019,SAME AS CAPTURE,0,,LARGE SCAR ON SIDE OF BODY,
989001005710860,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,61.6,280,110,170,M,ADULT,NA,>100,>100,SW,SW,NO,14:29,04-16-2019,SAME AS CAPTURE,0,,,
4C1A356023,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,82.3,520,110,410,M,ADULT,NA,>100,>100,SW,SW,NO,14:52,04-16-2019,SAME AS CAPTURE,0,,,
989001006650750,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,66.8,325,110,215,M,ADULT,NA,>100,>100,SW,SW,NO,15:02,04-16-2019,SAME AS CAPTURE,0,,,
471E4C7926,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,82.3,440,110,330,M,ADULT,NA,>100,>100,SW,SW,NO,15:32,04-16-2019,SAME AS CAPTURE,0,2 SHEDS SINCE 2018,,
989001006650751,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,64.7,310,110,200,M,ADULT,NA,>100,>100,SW,SW,NO,15:09,04-16-2019,SAME AS CAPTURE,0,3 SHEDS SINCE 2017,,
4C165E5674,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,79,470,110,560,M,ADULT,NA,>100,>100,SW,SW,NO,15:16,04-16-2019,SAME AS CAPTURE,0,,OLD TELEMETRY SNAKE,
989001006782028,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,60.8,260,110,150,M,ADULT,NA,>100,>100,SW,SW,NO,15:40,04-16-2019,SAME AS CAPTURE,0,,,
989001006650758,04-16-2019,14:04,"DME, JAS,KH",YES,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,74.2,380,110,270,M,ADULT,NA,>100,>100,SW,SW,NO,15:53,04-16-2019,SAME AS CAPTURE,0,,,
989002009578840,04-16-2019,14:04,"DME, JAS,KH",NO,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,55.9,210,110,100,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,15:23,04-16-2019,SAME AS CAPTURE,0,7+B,,
989002009619487,04-16-2019,14:04,"DME, JAS,KH",NO,RATTLE,CLOUDY,9,17.9,18.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,99,31.2,132,110,22,F,JUVENILE,NA,>100,>100,SW,SW,NO,14:15,04-16-2019,SAME AS CAPTURE,0,,,
989001006112852,04-17-2019,14:27,"DME, JAS",YES,RATTLE,SUNNY,10%,26,27.6,SIGHT,BASKING,TALUS,"WITHIN ROCKS, UNDER SAGE",RC DEN,322479,5435557,RC DEN,103,60.5,345,95,250,F,ADULT,GRAVID,>100,>100,SW,SW,NO,14:40,04-17-2019,SAME AS CAPTURE,0,TAKEN FOR REMOVAL-2017 TELEMETRY SNAKE- NAGINI,,
989001006112854,04-17-2019,14:27,"DME, JAS",YES,RATTLE,SUNNY,10%,26,27.6,SIGHT,BASKING,TALUS,ON ROCKS,RC DEN,322479,5435557,RC DEN,103,50.5,220,95,125,F,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,14:35,04-17-2019,SAME AS CAPTURE,0,2 SHEDS SINCE 2017,,
989001006782046,04-17-2019,14:27,"DME, JAS",NO,RATTLE,SUNNY,10%,26,27.6,SIGHT,BASKING,TALUS,WITHIN ROCKS,RC DEN,322479,5435557,RC DEN,68,43.3,195,132,63,M,SUB ADULT,NA,>100,>100,SW,SW,NO,14:58,04-17-2019,SAME AS CAPTURE,0,2+B,,
0A180D6008,04-18-2019,15:26,"DME, JAS",YES,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,61.25,175,60,115,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,16:30,04-18-2019,SAME AS CAPTURE,0,3 NEW SEGMENTS SINCE 2016,,
4C3D3C4566,04-18-2019,15:26,"DME, JAS",YES,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,55.7,155,60,215,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,16:57,04-18-2019,SAME AS CAPTURE,0,7+B,,
989001005040892,04-18-2019,15:26,"DME, JAS",NO,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,71.3,300,60,240,M,ADULT,NA,>100,>100,SW,SW,NO,16:07,04-18-2019,SAME AS CAPTURE,0,"8+B, 2 NEW SEGMENTS SINCE 2018",,
989002008395658,04-18-2019,15:26,"DME, JAS",NO,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,69.2,290,60,230,M,ADULT,NA,>100,>100,SW,SW,NO,16:21,04-18-2019,SAME AS CAPTURE,0,7+B,,
900254001099374,04-18-2019,15:26,"DME, JAS",NO,RATTLE,CLOUDY,100%,20.3,20,SIGHT ,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,47.45,125,60,65,F,SUB ADULT,NA,>100,>100,SW,SW,NO,16:44,04-18-2019,SAME AS CAPTURE,0,5+B ,VERY SKINNY,
989001006112883,04-18-2019,15:26,"DME, JAS",YES,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,64.9,259,60,199,M,ADULT,NA,>100,>100,SW,SW,NO,15:33,04-18-2019,SAME AS CAPTURE,0,2 SHEDS SINCE 2017,,
989001004384330,04-18-2019,15:26,"DME, JAS",YES,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,103,78,378,95,283,M,ADULT,NA,>100,>100,SW,SW,NO,15:40,04-18-2019,SAME AS CAPTURE,0,"2016 TELEMETRY SNAKE, KEPT FOR REMOVAL",,
989001006650676,04-18-2019,15:26,"DME, JAS",YES,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,49,150,60,90,M,SUB ADULT,NA,>100,>100,SW,SW,NO,15:48,04-18-2019,SAME AS CAPTURE,0,2+B ,,
989001006782057,04-18-2019,15:26,"DME, JAS",YES,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,74.2,405,60,345,M,ADULT,NA,>100,>100,SW,SW,NO,15:56,04-18-2019,SAME AS CAPTURE,0,,,
989001006112858,04-18-2019,15:26,"DME, JAS",YES,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,65.5,271,60,211,M,ADULT,NON GRAVID,>100,>100,SW,SW,NO,16:51,04-18-2019,SAME AS CAPTURE,0,,,
900254001839935,04-18-2019,15:26,"DME, JAS",NO,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,44.5,122,60,62,F,SUB ADULT,NA,>100,>100,SW,SW,NO,17:20,04-18-2019,SAME AS CAPTURE,0,3+B,,
900254001820579,04-18-2019,15:26,"DME, JAS",NO,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,52,162,60,102,M,SUB ADULT,NA,>100,>100,SW,SW,NO,17:04,04-18-2019,SAME AS CAPTURE,0,3+B,,
900254001839000,04-18-2019,15:36,"DME, JAS",NO,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,47.6,130,60,70,M,SUB ADULT,NA,>100,>100,SW,SW,NO,17:28,04-18-2019,SAME AS CAPTURE,0,4+B,,
989001D05040830,04-18-2019,15:26,"DME, JAS",YES,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,64.5,202,60,142,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,16:34,04-18-2019,SAME AS CAPTURE,0,"2018 TRANSMITTER SNAKE, APHRODITE",,
989002009170703,04-18-2019,15:26,"DME, JAS",NO,RATTLE,CLOUDY,100%,20.3,20,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,GOLD,27,75,60,15,F,NEONATE,NA,>100,>100,SW,SW,NO,17:14,04-18-2019,SAME AS CAPTURE,0,,,
900254000096968,04-20-2019,12:15,"DME, SMB",NO,RATTLE,SUNNY,10%,24.3,13.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,60,58.2,205,105,100,F,ADULT,POST PARTUM,>100,>100,N,N,NO,13:10,04-20-2019,SAME AS CAPTURE,0,5+B,,
989002010670652,04-20-2019,12:15,"DME, SMB",NO,RATTLE,SUNNY,10%,24.3,13.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E ,59.2,225,106,119,M,ADULT,NA,>100,>100,N,N,NO,13:20,04-20-2019,SAME AS CAPTURE,0,5+B,,
989001006782043,04-20-2019,14:32,"DME, SMB",NO,RATTLE,SUNNY,10%,23.1,17.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E,65.1,248,106,142,M,ADULT,NA,>100,>100,N,N,NO,14:53,04-20-2019,SAME AS CAPTURE,0,5+B,"VERY THIN, CAN FEEL SPINE",
989001006782006,04-20-2019,14:32,"DME, SMB",NO,RATTLE,SUNNY,10%,23.1,17.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E,59.2,251,106,145,M,ADULT,NA,>100,>100,N,N,NO,15:25,04-20-2019,SAME AS CAPTURE,0,5+B,,
989001006782015,04-20-2019,14:32,"DME, SMB",NO,RATTLE,SUNNY,10%,23.1,17.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E,56.3,240,106,134,M,ADULT,NA,>100,>100,N,N,NO,15:35,04-20-2019,SAME AS CAPTURE,0,4+B,,
900254001224272,04-20-2019,12:15,"DME, SMB",NO,RATTLE,SUNNY,10%,24.3,13.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E,27.3,125,106,19,F,NEONATE,NA,>100,>100,N,N,NO,13:54,04-20-2019,SAME AS CAPTURE,0,,,
900254001583517,04-20-2019,10:53,"DME, SMB",NO,RATTLE,SUNNY,15%,16.9,12.6,SIGHT,MOVING,SHRUB STEPPE,ON TRAIL NEXT TO ANTELOPE,>100M W DEN 8,321951,5435583,NA,1B,58.85,225,110,115,F,ADULT,NON GRAVID,>100,>100,S,S,NO,11:11,04-20-2019,SAME AS CAPTURE,0,,,
900254001791245,04-20-2019,12:15,"DME, SMB",NO,RATTLE,SUNNY,10%,24.3,13.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E,47.05,175,106,69,F,SUB ADULT,NA,>100,>100,N,N,NO,13:44,04-20-2019,SAME AS CAPTURE,0,3+B,,
4C3B660C6C,04-20-2019,12:15,"DME, SMB",YES,RATTLE,SUNNY,10%,24.3,13.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,60,78.5,455,105,350,M,ADULT,NA,>100,>100,N,N,NO,12:37,04-20-2019,SAME AS CAPTURE,0,"11+B, 3 SHEDS SINCE 2017",,
989002009066618,04-20-2019,12:15,"DME, SMB",YES,RATTLE,SUNNY,10%,24.3,13.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,60,85.5,592,105,487,M,ADULT,NA,>100,>100,N,N,NO,12:55,04-20-2019,SAME AS CAPTURE,0,,,
989001006782024,04-20-2019,14:32,"DME, SMB",NO,RATTLE,SUNNY,10%,23.1,17.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E ,52,208,106,102,F,SUB ADULT,NA,>100,>100,N,N,NO,14:43,04-20-2019,SAME AS CAPTURE,0,4+B,,
989001006782061,04-20-2019,14:32,"DME, SMB",NO,RATTLE,SUNNY,10%,23.1,17.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E,44.2,165,106,59,F,SUB ADULT,NA,>100,>100,N,N,NO,15:45,04-20-2019,SAME AS CAPTURE,0,3+B,,
989002001330451,04-20-2019,15:58,"DME, SMB",NO,RATTLE,SUNNY,10%,23.1,17.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E,61,348,106,242,F,ADULT,GRAVID,>100,>100,N,N,NO,16:14,04-20-2019,SAME AS CAPTURE,0,5+B,"5 OVA AND 1 MOUSE IN STOMACH, WEIGHT MIGHT BE WRONG",
989001006782090,04-20-2019,14:32,"DME, SMB",NO,RATTLE,SUNNY,10%,23.1,17.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,1E,49.8,202,106,96,M,SUB ADULT,NA,>100,>100,N,N,NO,15:40,04-20-2019,SAME AS CAPTURE,0,3+B,,
900254001141560,04-21-2019,11:41,"DME, SMB",NO,RATTLE,SUNNY,10%,19.4,16,SIGHT,BASKING,TALUS,WITHIN ROCKS,RC DEN,322479,5435557,RC DEN,2,28.8,86,66,20,F,NEONATE,NA,>100,>100,SW,SW,NO,11:56,04-21-2019,SAME AS CAPTURE,0,B,,
900254001223169,04-21-2019,13:08,"DME, SMB",YES,RATTLE,SUNNY,15%,21.1,20,SIGHT,MOVING,OPEN FOREST,ON PINE NEEDLES,20M SW CHOPPED TREES,322407,5435429,NA,1B,62.6,275,105,170,M,ADULT,NA,>100,>100,SW,SW,NO,13:15,04-21-2019,SAME AS CAPTURE,0,,,
989001004384305,04-21-2019,11:41,"DME, SMB",YES,RATTLE,SUNNY,10%,19.4,16,SIGHT,BASKING,TALUS,WITHIN ROCKS,RC DEN,322479,5435557,RC DEN,2,63.45,302,66,236,F,ADULT,GRAVID,>100,>100,SW,SW,NO,12:04,04-21-2019,SAME AS CAPTURE,0,,5 OVA DETECTED,
900254001572026,04-22-2019,11:05,"DME, JAS",NO,RATTLE,CLOUDY,100%,18.2,15.6,SIGHT,MOVING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,28,28.15,136,115,21,F,JUVENILE,NA,>100,>100,SW,SW,NO,11:37,04-22-2019,SAME AS CAPTURE,0,,,
989001006782082,04-22-2019,11:05,"DME, JAS",YES,RATTLE,CLOUDY,100%,18.2,15.6,SIGHT,MOVING,TALUS,ON ROCKS,DEN 6,322936,5435286,DEN 6,28,69.2,315,115,200,M,ADULT,NA,>100,>100,SW,SW,NO,11:14,04-22-2019,SAME AS CAPTURE,0,"7+B, 1 SHED SINCE 2018",,
989001006782078,04-22-2019,11:50,"DME, JAS",YES,RATTLE,CLOUDY,100%,16,19.8,SIGHT,MOVING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,63,47.8,188,95,93,M,ADULT,NA,>100,>100,SW,SW,NO,12:09,04-22-2019,SAME AS CAPTURE,0,"4+B, 1 NEW SEGMENT SINCE 2018",,
989001006782038,04-22-2019,12:01,"DME, JAS",YES,RATTLE,CLOUDY,100%,16,19.8,SOUND,MOVING,SHRUB STEPPE,WITHIN GRASS NEXT TO BOULDER,DEN 6 SATELLITE,322957,5435294,DEN 6 SATELLITE,63,65.25,374,95,279,F,ADULT,GRAVID,>100,>100,SW,SW,NO,13:00,04-25-2019,SAME AS CAPTURE,3,,"6 OVA DETECTED, KEPT FOR TRANSMITTER- MICHELLE",
900254001769456,04-22-2019,11:05,"DME, JAS",NO,RATTLE,CLOUDY,100%,18.2,15.6,SIGHT,MOVING,TALUS,ON ROCKS,DEN 6,322936,5435286,DEN 6,28,48.4,188,115,72,M,SUB ADULT,NA,>100,>100,SW,SW,NO,11:26,04-22-2019,SAME AS CAPTURE,0,5+B,,
0A180D5F7F,04-26-2019,14:00,DME,YES,RATTLE,SUNNY,30%,25.1,27.2,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,63,61.2,244,95,149,F,ADULT,NON GRAVID,>100,>100,SW,SW,NO,14:06,04-26-2019,SAME AS CAPTURE,0,2 SHEDS SINCE 2016,,
900254000956205,04-26-2019,14:00,DME,NO,RATTLE,SUNNY,30%,25.1,27.2,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,63,46.2,154,95,59,F,SUB ADULT,NA,>100,>100,SW,SW,NO,14:10,04-26-2019,SAME AS CAPTURE,0,4+B,,
989002010670897,04-26-2019,11:58,"DME, JH",NO,GOPHER,SUNNY,15%,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,DESERT CENTRE COMPOUND,ON GROUND,NA,322129.1582,5434949.132,NA,UNKNOWN,78.5,365,72,293,F,ADULT,GRAVID,<3,<1,W,W,YES,12:30,04-26-2019,SAME AS CAPTURE,0,,,
989002009100341,04-26-2019,14:20,DME,NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SIGHT,MOVING,OTHER,ON ROAD,NA,UNKNOWN,UNKNOWN,NA,28,91.5,384,110,284,M,ADULT,NA,<1,<1,W,W,YES,15:00,04-26-2019,HIGH DESERT,0,,,
989001006782025,04-26-2019,14:00,DME,NO,RATTLE,SUNNY,30%,25.1,27.2,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,63,31.1,120,95,25,M,JUVENILE,NA,>100,>100,SW,SW,NO,14:15,04-26-2019,SAME AS CAPTURE,0,B,,
0A13654B6C,04-30-2019,11:15,"DME, JAS",YES,RATTLE,SUNNY,15%,19,14.2,SIGHT,COILED/BASKING,GOLF COURSE,WITHIN GRASS AND SHRUBS,7TH TEE SHED SITE,322675,5435069,NA,43,68.65,375,80,295,F,ADULT,GRAVID,>100,>100,W,W,NO,11:30,04-30-2019,SAME AS CAPTURE,0,"1 SHED SINCE 2018, 9 BROKEN",2017 TRANSMITTER SNAKE- MINERVA,
989001006782073,04-30-2019,12:51,"DME, JAS",NO,GOPHER,SUNNY,25%,19,14.2,SIGHT,MOVING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322957,5435294,DEN 6 SATELLITE,43,101.5,378,80,298,F,ADULT,NON GRAVID,>100,>100,SW,SW,NO,13:06,04-30-2019,SAME AS CAPTURE,0,5 EGGS IN BODY  GOLF BALL SIZE (FOOD),,
900254001785821,04-30-2019,14:26,"DME, JAS",NO,RATTLE,SUNNY/CLOUDY,60%,21.2,17,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,43,63.1,255,80,175,M,ADULT,NA,>100,>100,SW,SW,NO,14:55,04-30-2019,SAME AS CAPTURE,0,6+B,,
4C1B316B1A,04-30-2019,11:15,"DME, JAS",YES,RATTLE,SUNNY,15%,19,14.2,SIGHT,COILED/BASKING,GOLF COURSE,WITHIN GRASS AND SHRUBS,7TH TEE SHED SITE,322675,5435069,NA,51,78,421,106,315,M,ADULT,NA,>100,>100,W,W,NO,11:22,04-30-2019,SAME AS CAPTURE,0,2 NEW SEGMENTS SINCE 2017,,
0A180D5F6E,04-30-2019,11:30,"DME, JAS",YES,RATTLE,SUNNY,15%,19,14.2,SOUND,MOVING,GOLF COURSE,WITHIN GRASS AND SHRUBS,7TH TEE SHED SITE,322675,5435069,NA,43,72.8,375,80,295,M,ADULT,NA,>100,>100,W,W,NO,11:35,04-30-2019,SAME AS CAPTURE,0,,,
900254001566902,04-30-2019,14:26,"DME, JAS",NO,RATTLE,SUNNY/CLOUDY,60%,21.2,17,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,43,28.8,97,80,17,M,JUVENILE,NA,>100,>100,SW,SW,NO,14:35,04-30-2019,SAME AS CAPTURE,0,BUZZY BUTTON,,
989002009110458,04-30-2019,14:26,"DME, JAS",NO,RATTLE,SUNNY/CLOUDY,60%,21.2,17,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,5,31.9,151,119,32,M,JUVENILE,NA,>100,>100,SW,SW,NO,14:42,04-30-2019,SAME AS CAPTURE,0,BUZZY BUTTON,,
989001005040850,04-30-2019,14:26,"DME, JAS",YES,RATTLE,SUNNY/CLOUDY,60%,21.2,17,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,5,55.2,248,119,129,F,ADULT,NON GRAVID,>100,>100,SW,SW,NO,14:50,04-30-2019,SAME AS CAPTURE,0,5+B,,
900254000894456,04-30-2019,14:26,"DME, JAS",NO,RATTLE,SUNNY/CLOUDY,60%,21.2,17,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,5,28.7,144,119,25,M,NEONATE,NA,>100,>100,SW,SW,NO,15:15,04-30-2019,SAME AS CAPTURE,0,,,
900254001253123,04-30-2019,14:26,"DME, JAS",NO,RATTLE,SUNNY/CLOUDY,60%,21.2,17,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,M,NEONATE,NA,>100,>100,SW,SW,NO,15:15,04-30-2019,SAME AS CAPTURE,0,,,
989002010956241,04-30-2019,14:26,"DME, JAS",NO,RATTLE,SUNNY/CLOUDY,60%,21.2,17,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,43,43.1,130,80,50,M,SUB ADULT,NA,>100,>100,SW,SW,NO,14:50,04-30-2019,SAME AS CAPTURE,0,2+B,,
900254001287218,05-02-2019,10:18,"DME, DL",NO,GOPHER,SUNNY/CLOUDY,40%,UNKNOWN,UNKNOWN,SOUND,COILED,OTHER,WITHIN ROCKS,BACK NKMIP COMPOUND,322129.1582,5434949.132,NA,71,79,295,60,235,M,ADULT,NA,<5,<5,W,W,YES,13:48,05-02-2019,SAME AS CAPTURE,0,,,
989002010733190,05-03-2019,12:41,"DME, DL",NO,RACER,SUNNY,5%,18.7,23.9,SOUND,MOVING,SHRUB STEPPE,WITHIN GRASS AND SHRUBS,150M NW RC DEN,322405,5435532,NA,1,59.25,205,125,80,F,ADULT,NA,>100,>100,SW,SW,NO,12:52,05-02-2019,SAME AS CAPTURE,0,,,
0A180D5F52,05-04-2019,14:23,"DME, FJT",YES,RATTLE,SUNNY,20%,29,32.3,SOUND,MOVING,GRASSLAND,NORTH OF SNAKE FENCE,N OF SNAKE FENCE 75 M E OF CANTINA,321563,5434867,NA,22,62.4,245,110,135,F,ADULT,POST PARTUM,75,75,W,W,YES,14:29,05-04-2019,SAME AS CAPTURE,0,"8+B, 2 SHEDS SINCE 2017 ** pregnant in 2017 ",,
900254000955832,05-04-2019,11:37,"DME, FJT",NO,RATTLE,SUNNY,5%,20.3,18.5,SIGHT,COILED/BASKING,ROCK OUTCROP/SHRUB STEPPE,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,22,75.5,342,110,232,F,ADULT,POST PARTUM,>250,>250,NW,NW,NO,12:02,05-04-2019,SAME AS CAPTURE,0,7 BROKEN,,
989002009039956,05-04-2019,12:11,"DME, JAS",NO,GOPHER,SUNNY/CLOUDY,50%,18.7,23.9,SIGHT ,MOVING,SHRUB STEPPE,WITHIN GRASS,25M SW CHOPPED TREES,322413,5435392,NA,53,77.1,306,120,186,F,ADULT,NON GRAVID,>100,>100,W,W,NO,12:24,04-27-2019,SAME AS CAPTURE,0,,,
