PIT TAG,DATE,Time,RESEARCHER,RECAPTURE,SPECIES,WEATHER,CLOUD COVE,WIND,AIR TEMP,GROUND TEM,DETECTION,BEHAVIOUR,MACRO HABI,MICRO HABI,LOCATION,Easting,Northing,DEN SITE,COMMENS,PILLOW CAS,SVL,S+B,BAG,MASS,SEX,AGE CLASS,BLOOD SAMP,SCALE CLIP,SCUTE MARK,GRAVID,DIST BUILD,DIST RD,DIR BUILD,DIR RD,REL DATE,REL TIME,REL RESEAR,REL LOCA,DAYS IN CA
0a180d5f66,5/12/2015,14:32:30,JRM/KME,TRUE,GOPHER SNAKE,DRIZZLE,9-Sep,BREEZE,19.4,20.7,SIGHT,COILED,GOLF COURSE,open grass,2nd teebox,322253.0023,5434938.485, ,shedding,36,79.3,297,74,223,FEMALE,ADULT,TRUE,TRUE,vl3r5l7,Non-gravid,>100,>100,W,W,5/12/2015,14:39,JRM/KME,same as cap,0
4c3d426d05,5/14/2015,10:01:08,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,NO WIND,20.4,20.6,SOUND,COILED,GOLF COURSE,open grass,beteeen 4 and 5 fairway,322346.3725,5434857.206, , ,ab,60,275,100,175, ,ADULT,TRUE,TRUE,vl3r5l7,Non-gravid,>100,>100,W,W,5/14/2015,10:12,JRM/KME,same as cap,0
0a180d6005,5/14/2015,10:38:19,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,NO WIND,21.7,21.6,SOUND,MOVING,GOLF COURSE,antelope brush,between4 and 5 fairway,322349.8758,5434850.325, , ,60,53.2,273,115,158,FEMALE,ADULT,TRUE,TRUE,vler5l7,Non-gravid,>100,>100,W,W,5/14/2015,10:45,JRM/KME,same as cap,0
4c3b67251e,5/14/2015,15:07:52,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,BREEZE,22.6,22.6,SIGHT,BASKING,ROCK PILE/SLIDE,in rock/ shrub,south gully,323274.5742,5434595.965, , ,64,44.5,152,75,77,FEMALE,JUVENILE,FALSE,FALSE, ,Non-gravid,>100,>100,W,W,5/14/2015,15:25,JRM/KME,same as cap,0
0a1367760d,5/18/2015,9:34:58,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-Feb,NO WIND,20.8,20.8,SIGHT,BASKING,SHRUB STEPPE,open tall grass,bridge,322149.4382,5435053.431, ,couldnt find vein,8,55.8,225,90,135, ,ADULT,FALSE,TRUE,Vl3r5l7,N/A,>100,>100,S,S,5/18/2015,9:43,JRM/KME,same as cap,0
4c3c6f6800,5/18/2015,12:33:35,JRM/KME,FALSE,RACER,SUNNY/CLOUDY,9-Mar,BREEZE,27,26.3,SIGHT,MOVING,SHRUB STEPPE,in sage brush,north desert road,321296.2568,5435913.61, ,lost 1 scale clip,66,59.2,173,100,73,MALE,ADULT,TRUE,TRUE,vl3r5l7,N/A,>100,>100,SW,SW,5/18/2015,12:47,JRM/KME,same as cap,0
4c3d4c520f,5/18/2015,16:30:00,JH,FALSE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,MOVING,RESIDENTIAL,on road,rancher creek road,321963.1975,5434838.027, , ,15,50.1,169,91,78,MALE,SUB ADULT,FALSE,FALSE, ,N/A,>100,ON ROAD,E, ,5/19/2015,8:50,JRM/KME,high desert,4
4c3c4b5e48,5/15/2015,11:34:00,JH,FALSE,RACER, , , ,0,0, , , , ,teepee,322118.1243,5434983.169, , ,62,59,178,93,85,FEMALE,ADULT,FALSE,TRUE,vl3r5l7,Non-gravid, , , , ,5/18/2015,8:35,JRM/KME,near cap site,3
4c3c6e0725,5/19/2015,10:55:57,JRM/KME,FALSE,RACER,SUNNY,9-Feb,NO WIND,26.5,25.4,SIGHT,COILED,GOLF COURSE,in sage brush,along 7th fairway,322537.274,5434832.362, ,coiled with female and 1 other male,77,56.8,155,70,85,MALE,ADULT,TRUE,TRUE,vl3r5l7,N/A,>100,>100,E,E,5/19/2015,11:12,JRM/KME,same as cap,0
4c3d254c2c,5/19/2015,10:56:25,JRM/SAW,FALSE,RACER,SUNNY,9-Feb,NO WIND,26.5,25.4,SIGHT,COILED,GOLF COURSE,in sage brush,along 7th fairway,322537.5778,5434831.946, ,coiled with other male and female,70,58.5,130,58,72,MALE,ADULT,TRUE,TRUE,vl3r5l7,N/A,>100,>100,E,E,5/19/2015,11:45,JRM/KME,same as cap,0
4c3d366909,5/19/2015,10:56:46,JRM/KME,FALSE,RACER,SUNNY,9-Feb,NO WIND,26.5,25.4,SIGHT,COILED,GOLF COURSE,in sage brush,along 7th fairway,322537.6615,5434832.254, ,coiled with 2 males,68,64,277,95,182,FEMALE,ADULT,TRUE,TRUE,vl3r5l7,Non-gravid,>100,>100,E,E,5/19/2015,11:29,JRM/KME,same as cap,0
4c3b547d57,5/19/2015,13:27:37,JRM/SAW,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,9-May,NO WIND,29.4,26.8,SIGHT,MOVING,RESIDENTIAL,open gravel,centre courtyard,322129.5366,5434895.212, , ,36,82.3,259,71,188,MALE,ADULT,TRUE,TRUE,vl1r5l7,N/A,<10,<10,N,W,5/20/2015,5:15,JRM/KME,high desert,1
456d5d4e38,5/20/2015,10:01:34,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-Feb,NO WIND,21,20.8,SOUND,COILED,RESIDENTIAL,open sand,centre gallery near badger,322137.0475,5434981.432, , ,99,0,0,0,0,MALE,ADULT,TRUE,TRUE,taken at previous capture,N/A,<10,Oct-50,S,SW,5/20/2015,10:03,JRM/KME,near fire pit, 
4c3d620134,5/20/2015,10:45:00,INTERPRETERS,FALSE,GOPHER SNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN, ,large pit house,321979.8175,5435372.491, , ,26,82.1,262,98,164,MALE,ADULT,FALSE,TRUE,vl3r5l7,N/A,>100,>100,S,S,5/21/2015,6:36,JRM/KME,near cap,1
4c3c5b7c13,5/22/2015,9:46:49,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Jan,NO WIND,23.3,23.1,SIGHT,BASKING,ROCK PILE/SLIDE,open grass bw rocks,upslope new den,323283.9607,5434745.208, , ,72,65.1,346,105,241,FEMALE,ADULT,TRUE,TRUE,s050,Ova detected,>100,>100,W,W,5/22/2015,10:31,JRM/KME,same as cap,0
4c3d3b4214,5/22/2015,9:47:04,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Jan,NO WIND,23.3,23.1,SIGHT,BASKING,ROCK PILE/SLIDE,open grass Bw rocks,upslope new den site,323284.7034,5434745.895, ,basking with 3 other snakes,60,75.5,540,110,430,FEMALE,ADULT,TRUE,TRUE,S049,Non-gravid,>100,>100,W,W,5/22/2015,10:07,JRM/KME,same as cap, 
4c1e773369,5/22/2015,12:59:56,JRM/KME,TRUE,GOPHER SNAKE,SUNNY,9-Mar,BREEZE,26.4,25.1,SIGHT,MOVING,RESIDENTIAL,concrete road,parking 10m N of pool,322151.4256,5434786.283, ,captured previously centre parking,67,97.5,404,92,312,MALE,ADULT,FALSE,FALSE,already clipped,N/A,<10,ON ROAD,N, ,5/26/2015,17:20,JRM/KME,hiigh desert,4
4c3c512656,5/23/2015,9:17:31,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,NO WIND,24.4,24.3,SOUND,COILED,SHRUB STEPPE,under antelopebrush,N desert,320799.5997,5436990.946, , ,77,55,254,81,173,FEMALE,ADULT,FALSE,TRUE,s051,Non-gravid,>100,>100,NW,NW,5/23/2015,9:07,JRM/KME,near cap,3
4c3c455525,5/23/2015,10:24:41,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Jan,BREEZE,29.5,28.6,SOUND,BASKING,SHRUB STEPPE,open grass near antelopebrush,N desert,320137.3441,5437638.493, , ,13,52.7,245,135,110,MALE,SUB ADULT,FALSE,TRUE,s052,N/A,>100,>100,NW,NW,5/26/2015,10:43,JRM/KME,near cap,3
4c3c3e5101,5/25/2015,10:13:02,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Apr,BREEZE,20.7,20.2,SOUND,MOVING,SHRUB STEPPE,open ground,plateau downslope new den,323138.2148,5434754.333, , ,44,43.7,183,105,78,FEMALE,JUVENILE,FALSE,FALSE, ,Non-gravid,>100,>100,SW,SW,5/27/2015,15:09,JRM/KME,same as cap,2
4a6c1f5f47,5/25/2015,11:00:01,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-Feb,BREEZE,20.1,20.1,SIGHT,BASKING,SHRUB STEPPE,under dead sage,dev site small mammal grid,322804.4615,5434960.95, ,shedding-cloudy eyes,73,58.5,292,60,232,FEMALE,ADULT,FALSE,TRUE,s058,Non-gravid,>100,>100,S,S,5/27/2015,10:28,JRM/KME,same as cap,2
4c3c763828,5/25/2015,11:22:55,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,BREEZE,20.1,20.4,SIGHT,BASKING,SHRUB STEPPE,ontop rock,50m upslope 7 fairway,322729.03,5434986.036, , ,64,39.5,122,74,48,FEMALE,JUVENILE,FALSE,FALSE,none,Non-gravid,>100,>100,S,S,5/27/2015,10:01,JRM/KME,same as cap,2
too small,5/24/2015,16:15:16,MAINTENANCE,FALSE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,CAMP GROUND, ,sute 94,321423.3707,5434634.209, , , ,0,0,0,0, ,BABY,FALSE,FALSE, , ,50-99,<10,N,E,5/25/2015,13:00,JRM/KME,high desert,1
4c3c731362,5/21/2015,9:04:46,MAINTENANCE,FALSE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,CAMP GROUND, ,propane tanks,321660.2197,5434609.962, , ,71,76.7,283,59,224,MALE,ADULT,FALSE,TRUE,s048,N/A,<10,<10, , ,5/21/2015,10:16,JRM/KME,high desert,0
4c3b6e6f56,5/25/2015,14:55:36,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Apr,BREEZE,27.5,28.8,SIGHT,HIDING,CONSTRUCTION,under cover board open sand,E dev fence,322748.9959,5434757.869, , ,66,54,223,100,123,FEMALE,ADULT,FALSE,TRUE,s057,Non-gravid,50-99,Oct-50,W,W,5/27/2015,9:15,JRM/KME,above dev fence,2
4c3b6e4f55,5/26/2015,10:06:26,JRM/KME,FALSE,RACER,DRIZZLE,9-Sep,NO WIND,22.9,23.7,SIGHT,MOVING,SHRUB STEPPE,under rabbit brush,north desert,320232.4093,5437267.677, , ,7,59.6,205,111,94,FEMALE,ADULT,TRUE,TRUE,s053,Non-gravid,>100,>100,N,N,5/26/2015,10:24,JRM/KME,same as cap,0
4c3c787605,5/26/2015,11:01:28,JRM/KME,FALSE,NP RATTLESNAKE,CLOUDY,9-Sep,BREEZE,22.1,24.3,SOUND,MOVING,SHRUB STEPPE,open ground,N desert,320051.9803,5437739.473, , ,70,58.5,240,54,186,FEMALE,ADULT,TRUE,TRUE,s054,Ova detected,>100,>100,NW,NW,5/26/2015,11:15,JRM/KME,same as cap,0
4c3c267c46,5/26/2015,11:48:45,JRM/KME,FALSE,NP RATTLESNAKE,CLOUDY,9-Sep,BREEZE,23.3,25.6,SOUND,COILED,SHRUB STEPPE,under antelopebrush,N desert,319883.1454,5437724.323, , ,23,53,250,97,153,MALE,SUB ADULT,TRUE,TRUE,s054,N/A,>100,>100,NW,NW,5/26/2015,12:00,JRM/KME,same as cap,0
4c3b670b75,5/27/2015,11:29:28,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,BREEZE,24,26.4,SOUND,MOVING,CONSTRUCTION,open sand,between west fence and 7th fairway,322596.7431,5434708.171, ,excessive bleeding,61,52.1,210,85,125,FEMALE,SUB ADULT,TRUE,TRUE,s060,Non-gravid,Oct-50,Oct-50,E,E,5/27/2015,11:38,JRM/KME,by sagebrush,0
4c3b604947,5/27/2015,16:39:08,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Apr,NO WIND,28.2,29.6,SOUND,MOVING,SHRUB STEPPE,balsam root,gulley above substation,323030.7335,5434704.455, , ,14,60.2,260,81,179,MALE,ADULT,FALSE,TRUE,s063,N/A,>100,>100,W,W,6/3/2015,15:39,JRM/KME,same as cap,7
4c3c4d1c6e,5/28/2015,10:06:24,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,NO WIND,26.1,24.9,SIGHT,MOVING,SHRUB STEPPE,on trai,near first shelter,322079.4531,5435165.019, , ,7,49.9,205,110,95,MALE,JUVENILE,FALSE,TRUE,s061,N/A,>100,>100,S,S,5/28/2015,10:17,JRM/KME,same as cap,0
4c3d49405d,5/28/2015,11:49:27,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,NO WIND,30.6,30.3,SIGHT,MOVING,SHRUB STEPPE,under antelopebrush,n desert,320232.064,5437118.55, , ,26,55.1,245,95,150,MALE,ADULT,FALSE,TRUE,s062,N/A,>100,>100,NW,NW,5/28/2015,12:02,JRM/KME,same as cap,0
4c3c7c1c01,5/29/2015,8:58:01,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,BREEZE,21.2,22,SOUND,COILED,CONSTRUCTION,tall grass,25m upslope E fence,322760.9366,5434837.915, , ,13,46.3,241,137,104,FEMALE,JUVENILE,FALSE,FALSE, ,Non-gravid,50-99,Oct-50,W,W,5/29/2015,15:02,JRM/KME,same as cap, 
454b6b0f2a,5/23/2015,13:59:28,MAINTENANCE,TRUE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,SHRUB STEPPE, ,pumphouse gate,321863.0849,5434741.649, , ,8,71.1,323,88,235,MALE,ADULT,FALSE,TRUE,s059,N/A,>100,ON ROAD,SW, ,5/26/2015,17:20,JRM/KME,high desert,3
4c3b6c7c58,5/30/2015,14:08:48,JRM/KME,FALSE,RACER,SUNNY/CLOUDY,9-May,BREEZE,34.1,34.1,SIGHT,MOVING,CONSTRUCTION,open sand along fence,W dev fence,322633.6941,5434839.358, , ,8,63.5,200,87,113,FEMALE,ADULT,FALSE,TRUE,s064,Non-gravid,Oct-50,<10,E,E,5/30/2015,14:20,JRM/KME,same as cap,0
0a180d5f30,5/30/2015,14:41:23,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,BREEZE,35.6,38.3,SIGHT,MOVING,CONSTRUCTION,ground against north fence,up agsinst N fence,322698.4923,5434880.448, , ,60,46.2,197,111,86,FEMALE,JUVENILE,FALSE,FALSE, ,Non-gravid,Oct-50,<10,S,S,6/5/2015,15:10,JRM/KME,near cap,5
4c3d035246,5/30/2015,14:51:15,JRM/KME,FALSE,RACER,SUNNY/CLOUDY,9-Apr,BREEZE,35.6,38.3,SIGHT,MOVING,CONSTRUCTION,antelopebrush,5m from N FENCE,322698.9271,5434881.713, , ,64,57.3,140,74,66,MALE,SUB ADULT,FALSE,FALSE,s068,N/A,Oct-50,<10,S,S,6/5/2015,15:15,JRM/KME,near cap,6
4c3d557134,6/3/2015,10:22:53,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Sep,NO WIND,21.8,22.1,SIGHT,COILED,SHRUB STEPPE,antelopebrush,N desert,320615.0282,5437068.339, , ,72,54.2,236,108,128,FEMALE,SUB ADULT,FALSE,TRUE,s065,Non-gravid,>100,>100,NW,NW,6/5/2015,8:30,JRM/KME,near cap,2
4c3c180a28,6/3/2015,11:21:36,JRM/KME,FALSE,NP RATTLESNAKE,DRIZZLE,9-Sep,NO WIND,21.2,22.7,SOUND,COILED,SHRUB STEPPE,open sand,N desert near maintenabce building,319490.2194,5437547.337, , ,7,71.5,390,110,280,MALE,ADULT,FALSE,TRUE,s066,N/A,>100,50-99,W,W,6/5/2015,10:15,JRM/KME,near cap,2
0a180d5f51,6/4/2015,10:52:12,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-Apr,BREEZE,24.2,24.2,SIGHT,MOVING,GOLF COURSE,open tall grass,W EDGE 5th green,322338.7381,5434890.672, , ,44,59.2,274,101,173,MALE,ADULT,FALSE,TRUE,s067,N/A,>100,>100,W,W,6/4/2015,14:15,JRM/KME,near cap,1
4a4f197961,6/6/2015,7:37:26,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-Mar,NO WIND,18.1,17.5,SOUND,MOVING,GOLF COURSE,in grass,cart path- 8th green and dev,322619.5903,5434545.735, , ,70,59.7,235,60,175, ,ADULT,TRUE,TRUE,s069,Non-gravid,>100,Oct-50,N,S,6/6/2015,7:52,JRM/KME,same as cap,0
4c3b61535f,6/6/2015,12:23:27,JRM/KME,FALSE,RACER,SUNNY,9-Jan,BREEZE,26.9,29.3,SOUND,MOVING,RESIDENTIAL,tall grass,green space b/w centre and resort,322127.3786,5434867.965, , ,62,57.7,175,95,80,FEMALE,SUB ADULT,TRUE,TRUE,s070,Non-gravid,Oct-50,<10,S,W,6/6/2015,12:35,JRM/KME,other side of snake fence, 
4c3c516001,6/7/2015,8:11:32,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Jan,NO WIND,22.5,21,SOUND,BASKING,SHRUB STEPPE,in grass, ,320654.5035,5437121.674, , ,73,53.8,185,60,125,MALE,SUB ADULT,TRUE,TRUE,s071,N/A,>100,>100,N,N,6/7/2015,8:24,JRM/KME,same as cap,0
4c3c532859,6/7/2015,8:49:42,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,NO WIND,24.7,23,SIGHT,MOVING,SHRUB STEPPE,open grass near antelopebrush,N desert,320565.6865,5437107.745, , ,63,53,215,105,110,FEMALE,SUB ADULT,TRUE,TRUE,s072,Non-gravid,>100,>100,N,N,6/7/2015,9:02,JRM/KME,same as cap,0
4c3d1f6c64,6/8/2015,7:50:08,JRM/KME,FALSE,RACER,SUNNY,0/9,NO WIND,22.3,21.8,SIGHT,BASKING,CONSTRUCTION,in sand,dev site entrance,322634.2511,5434556.99, , ,73,62.3,127,60,67,FEMALE,ADULT,TRUE,TRUE,s073,Non-gravid,>100,Oct-50,N,S,6/8/2015,8:01,JRM/KME,same as cap,0
4c3c5a4f6d,6/8/2015,11:01:39,JRM/KME,FALSE,RACER,SUNNY,0/9,NO WIND,30.1,30.4,SIGHT,MOVING,GOLF COURSE,open ground,GC proshop,322259.7069,5434658.197, , ,26,64.7,235,100,135,FEMALE,ADULT,FALSE,TRUE,s074,Ova detected,<10,Oct-50,W,W,6/8/2015,11:11,JRM/KME,near capture,0
4c3c3d1e40,6/10/2015,7:35:25,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,0/9,BREEZE,18.8,18.2,SOUND,COILED,SHRUB STEPPE,open grass,N desert,320884.0817,5436593.305, , ,14,57.7,245,78,167,MALE,ADULT,TRUE,TRUE, ,N/A,>100,>100,N,N,6/10/2015,7:49,JRM/KME,same as cap,0
4c3c22106c,6/10/2015,8:22:18,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,0/9,BREEZE,24,21.9,SIGHT,HIDING,SHRUB STEPPE,under antelope Brush,n desert,320612.3631,5437044.964, , ,99,45.9,185,115,70,FEMALE,JUVENILE,FALSE,FALSE, ,Non-gravid,>100,>100,N,N,6/10/2015,8:37,JRM/KME,same as cap,0
989001004384253,6/11/2015,8:09:52,JRM/KME,FALSE,GOPHER SNAKE,SUNNY,9-Apr,NO WIND,24,23.1,SIGHT,MOVING,CONSTRUCTION,open sand agsinst fence,W dev fence inside near 8 tee,322608.8276,5434695.626, ,could not find vein,70,89,295,55,240,MALE,ADULT,FALSE,TRUE,s078,N/A,Oct-50,50-74,E,E,6/11/2015,8:22,JRM/KME,outside of fence,0
43cd620223,6/11/2015,9:22:16, ,FALSE, , , , ,0,0, , , , , ,322740.8107,5434846.08, , , ,0,0,0,0, , ,FALSE,FALSE, , , , , , ,6/11/2015, , , , 
989001004384250,6/11/2015,13:07:53,JRM/KME,FALSE,RACER,SUNNY/CLOUDY,9-Jul,NO WIND,35.3,36.3,SIGHT,MOVING,GOLF COURSE,in grass,by tee 2,322250.2464,5434932.074, , ,69,65.5,180,92,88,FEMALE,ADULT,TRUE,TRUE,s080,Non-gravid,>100,>100,W,W,6/11/2015,15:07,JRM/KME,same as cap, 
