PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,SITE,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,BLOOD 1,BLOOD 1 TI,BLOOD 2,BLOOD 2 TI,SCALE,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS
989001005710876,6/17/2016,12:03:57,JRM/CH,FALSE,RACER,SUNNY,2,29.9,26.3,SIGHT,MOVING,SHRUB STEPPE,antelope brush,north desErt,321003.2831,5435839.132,NORTH, ,4,63.4,181,109,72,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,SW,SW,FALSE,12:15,17-Jun,same as cap,0, 
484e7a663c,6/18/2016,11:45:08,JRM/CH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,9,20.9,23.9,SIGHT,COILED,GOLF COURSE,open ground near rock,7th tee,322678.2756,5435066.694,SOUTH, ,13,74.9,494,131,363,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,12:05,18-Jun,same as cap,0,seven shedding
989001005710921,6/18/2016,12:17:25,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,9,20.9,23.9,SIGHT,COILED,GOLF COURSE,open talll grass,north 6th green,322625.5326,5435076.292,SOUTH, ,5,59.9,279,126,153,MALE,ADULT,N/A,na, ,na, , ,>100,>100,S,S,FALSE,12:26,18-Jun,same as cap,0, 
989001005710925,6/21/2016,10:29:03,JRM/CH,FALSE,RATTLESNAKE,SUNNY,4,26.8,29.3,SIGHT,BASKING,SHRUB STEPPE,between rocks,shed site N fairway 6,322425.9621,5435038.878,SOUTH, ,3,64.1,283,99,184,MALE,ADULT,N/A,b16-49a,2:58,b16-49b,21:00,s16-49,>100,>100,S,S,FALSE,10:51,21-Jun,same as cap,0,STARTING TO SHED
4c3d3e5b17,6/21/2016,11:06:59,JRM/JH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,5,29.3,26.8,SIGHT,BASKING,SHRUB STEPPE,between rocks,shed site N of fairway 6,322420.3657,5435036.261,SOUTH, ,52,60.5,270,104,166,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,11:13,21-Jun,same as cap,0,SHEDDING w 3 other snakes
989001005710915,6/21/2016,11:25:04,JRM/CH,FALSE,GOPHER SNAKE,SUNNY,3,26.5,25.5,SIGHT,MOVING,SHRUB STEPPE,under dead sage,gulley N fairway 6,322470.4483,5435051.877,SOUTH, ,14,69,190,77,113,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,11:36,21-Jun,same as cap,0, 
989001005040887,6/21/2016,11:47:07,JRM/CH,TRUE,RACER,SUNNY,3,29,30.3,SIGHT,BASKING,SHRUB STEPPE,between rocks,gulley N 6 fairway,322495.9103,5435064.994,SOUTH, ,14,48.3,131,75,56,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,11:52,21-Jun,same as cap,0, 
0a1367761b,6/21/2016,12:09:47,JRM/CH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,7,0,0,SIGHT,COILED,SHRUB STEPPE,sage,tee 7 shed site,322584.4306,5435080.205,SOUTH, ,3,58.4,314,99,215,FEMALE,ADULT,NON GRAVID,b16-50a,3:02,b16-50b,15:20,s16-50,>100,>100,W,W,FALSE,12:25,21-Jun,same as cap,0,coiled near male rattlesnake
471e4c7926,6/21/2016,12:30:36,JRM/CH,TRUE,RATTLESNAKE,SUNNY,4,30,29.3,SIGHT,COILED,SHRUB STEPPE,under sage overhang,shed site N green 6,322584.1045,5435078.703,SOUTH, ,14,77.5,389,75,324,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,12:38,21-Jun,same as cap,0,GEORDI coiled w female
989001005710949,6/21/2016,14:27:07,JRM/CH,FALSE,RATTLESNAKE,SUNNY,3,31.5,31.9,SIGHT,BASKING,SHRUB STEPPE,between rocks,shed site N fairway 6,322420.6304,5435035.642,SOUTH, ,14,55.8,234,77,157,MALE,ADULT,N/A,b16-51a,5:13,b16-51b,18:00,s16-51,>100,>100,S,S,FALSE,14:44,21-Jun,same as cap,0,SHEDDING
0a180d5f31,6/22/2016,9:32:55,JRM/CH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,7,22.3,21.7,SOUND,BASKING,SHRUB STEPPE,open grass aling fence,N CG fence,321508.3463,5435096.888,SOUTH, ,4,62.4,272,113,159,MALE,ADULT,N/A, , , , , ,75-100,75-100,W,W,FALSE,9:37,22-Jun,near cap,0,skinny
0a180d5f66,6/23/2016,9:11:23,JRM/CR,TRUE,GOPHER SNAKE,CLOUDY,9,23.2,22.6,SIGHT,MOVING,GOLF COURSE,Tall grass,along GC snake fence,322195.2844,5434849.253,SOUTH, ,13,89.2,310,130,180,FEMALE,ADULT,NON GRAVID, , , , , ,Oct-50,75-100,SW,SW,FALSE,9:17,23-Jun,same as cap,0,blunted tail
989001005710862,6/23/2016,10:59:14,JRM/CR,FALSE,RATTLESNAKE,SUNNY/CLOUDY,6,27.5,27.7,SIGHT,MOVING,GOLF COURSE,along sage stem,b/w 6 and 7 fairway,322625.787,5434996.62,SOUTH, ,54,36.5,149,100,49,FEMALE,JUVENILE,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,11:07,23-Jun,same as cap,0, 
456a3a6a67,6/23/2016,13:10:56,JRM/CR,TRUE,RATTLESNAKE,SUNNY/CLOUDY,8,25,25,SIGHT,COILED,RIPARIAN,open sand,snake fence culvert,321819.2745,5434737.807,SOUTH, ,54,72.8,298,100,198,MALE,ADULT,N/A,b16-52a,3:35,b16-52b,15:28,s16-52,50-75,75-100,S,SE,FALSE,1:21,23-Jun,near cap,0,very skinny
0a1367754a,6/23/2016,13:34:59,JRM/CR,TRUE,RATTLESNAKE,SLIGHT RAIN,9,21.8,23.5,SOUND,COILED,RIPARIAN,tall shrubs,rancher cr near fence,321822.4387,5434741.969,SOUTH, ,13,64.2,335,135,200,MALE,ADULT,N/A, , , , , ,75-100,75-100,S,SE,FALSE,13:43,23-Jun,same as cap,0,capture close to earlier capture
989001005710854,6/23/2016,15:07:05,JRM/CR,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,20.3,24.3,SIGHT,COILED,SHRUB STEPPE,under rock,N end of trail,322357.1518,5435294.915,SOUTH, ,61,59.6,256,79,177,MALE,ADULT,N/A,b16-53a,8:00,b16-53b,17:00,s16-53,>100,>100,S,S,FALSE,15:44,23-Jun,same as cap,0,coilee w female
989001005710916,6/23/2016,15:28:59,JRM/CR,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,19.8,23.7,SIGHT,COILED,SHRUB STEPPE,under rock,N end of trail,322358.2844,5435289.677,SOUTH, ,68,48.6,259,150,109,FEMALE,SUB-ADULT,NON GRAVID,b16-54a,4:00, , ,s16-54,>100,>100,S,S,FALSE,15:42,23-Jun,same as cap,0,coiled w male. Button car pink no tag
989001005710889,6/25/2016,10:29:41,JRM/KH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,27,28.5,SIGHT,COILED,RIPARIAN,open sand,rc riparian,321884.0705,5434866.137,SOUTH, ,72,51.3,230,104,126,FEMALE,ADULT,NON GRAVID,b16-55a,4:40,b16-55b,17:06,s15-55,>100,>100,S,S,FALSE,10:48,25-Jun,same as cap,0, 
989001005040900,6/27/2016,8:59:16,CRH/CR,TRUE,GOPHER SNAKE,SUNNY,0,22.7,22.3,SIGHT,MOVING,SHRUB STEPPE,snake fence,N  cg fence,321499.0373,5435151.146,SOUTH, ,ps i love u,78.7,312,100,212,FEMALE,ADULT,NON GRAVID, , , , , ,Oct-50,Oct-50,W,W,FALSE,8:57,27-Jun,same as cap,0, 
989001005710942,6/27/2016,9:50:13,CRH/CR,FALSE,GOPHER SNAKE,SUNNY,1,26.1,23.1,SIGHT,MOVING,SHRUB STEPPE,sand,E of white sands,320827.3673,5435919.477,NORTH, ,52,67.1,271,105,166,FEMALE,ADULT,NON GRAVID, , , , , ,75-100,>100,S,S,FALSE,10:00,27-Jun,same as cap,0, 
989001005710936,6/27/2016,10:40:33,CRH/CR,FALSE,RATTLESNAKE,SUNNY,1,31.3,25.1,SOUND,COILED,SHRUB STEPPE,antelope,E of white sands,320453.9077,5436136.523,NORTH, ,72,42.6,155,104,51,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,10:53,27-Jun,same as cap,0,juvenile
989001005710861,6/27/2016,12:00:50,CRH/CR,FALSE,RATTLESNAKE,SUNNY,2,27.8,31.4,SIGHT,COILED,SHRUB STEPPE,under cattle guard,rattle.point cattlrguard,319268.4009,5437304.836,NORTH, ,ps i love u,71.4,350,100,250,MALE,ADULT,N/A,b16-56a,3:15,b16-56b,14:35,s16-56,Oct-50,ON ROAD,W,N/A,FALSE,12:18,27-Jun,same as cap,0,shedding
45794b044e,6/28/2016,9:38:12,CRH/CR,TRUE,RATTLESNAKE,SUNNY,1,23.6,22.8,SOUND,MOVING,GOLF COURSE,sage,womens tee 7,322685.6514,5435060.4,SOUTH, ,8,44.5,229,87,142,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,9:40,28-Jun,same as cap,0, 
0a180d5f6e,6/28/2016,9:49:21,CRH/CR,TRUE,RATTLESNAKE,SUNNY,1,24,22.9,SIGHT,BASKING,GOLF COURSE,sage,b/w tee 7 and green 6,322676.7554,5435060.06,SOUTH, ,3,66.3,318,100,218,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,10:01,28-Jun,same as cap,0, 
4c165e5674,6/30/2016,8:20:19,CRH/CR,TRUE,RATTLESNAKE,SUNNY,0,23,22.1,SIGHT,BASKING,GOLF COURSE,antelope,S Tee 9,322527.3909,5434547.182,SOUTH,6,52,70.3,401,103,298,MALE,ADULT,N/A, , , , , ,>100,Oct-50,E,S,FALSE,8:29,30-Jun,same as cap,0,pit tag coming out. heavy wind. LOU
989001005710894,6/30/2016,12:31:33,CRH/CR,FALSE,RATTLESNAKE,SUNNY,0,33.4,32.4,SIGHT,COURTING/MATING,RIPARIAN,dense hawthorne,ranchers creek,321874.8044,5434859.078,SOUTH, ,14,55.6,232,74,158,FEMALE,ADULT,NON GRAVID, ,4:56, ,19:58, ,>100,50-75,E,S,FALSE,13:00,30-Jun,same as cap,0, 
47241f4c34,7/1/2016,9:26:48,CRH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,7,26.3,24.6,SOUND,MOVING,SHRUB STEPPE,snake fence,N CG Fence,321639.2207,5434760.101,SOUTH, ,67,63.1,286,84,202,FEMALE,ADULT,NON GRAVID, , , , , ,75-100,75-100,SW,SW,FALSE,9:35,1-Jul,same as cap,0, 
989001005710856,7/1/2016,9:49:44,CRH/KH,FALSE,RACER,SUNNY/CLOUDY,8,29.6,28.6,SIGHT,MOVING,SHRUB STEPPE,snake fence,N CG Fence,321508.0959,5435033.998,SOUTH, ,4,43.1,138,110,28,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,50-75,50-75,W,W,FALSE,10:03,1-Jul,same as cap,0, 
989001005040833,7/3/2016,19:13:04,CRH/KH,FALSE,RATTLESNAKE,SUNNY,3,24.8,24.8,SOUND,BASKING,CONSTRUCTION,antelope,b/w fairway 7 & fence,322596.7785,5434740.849,SOUTH, ,ps i luv u,40.8,162,100,62,MALE,JUVENILE,N/A, , , , , ,<10,Oct-50,E,E,FALSE,19:18,3-Jul,same as cap,0,shed once since last cap
4a1d150449,7/3/2016,20:02:30,CRH/KH,TRUE,RATTLESNAKE,DUSK CLEAR,1,20.6,22.3,SOUND,BASKING,GOLF COURSE,talllgrass,fairway 9,322345.9294,5434634.568,SOUTH, ,61,55,196,78,118,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,>100,>100,W,W,FALSE,20:13,3-Jul,same as cap,0,shed once since 2015
989001005710890,7/4/2016,13:58:54,CRH/CR,FALSE,RACER,CLOUDY,8,29.2,31.3,SIGHT,MOVING,SHRUB STEPPE,rabbit brush,south of white sands,320647.7688,5436013.763,NORTH, ,13,57.8,202,130,72,MALE,ADULT,N/A, , , , , ,>100,Oct-50,S,E,FALSE, , , , , 
471e4c7926,7/5/2016,11:46:24,CRH/CR,TRUE,RATTLESNAKE,CLOUDY,8,24.3,28.5,SOUND,BASKING,GOLF COURSE,antelope,W edge fairway 5,322388.959,5434846.733,SOUTH, , ,0,0,0,0,MALE,,N/A, , , , , ,>100,>100,W,W,FALSE,11:45,5-Jul,same as cap,0,shed since last cap june 21
4c3c072c42,7/5/2016,12:23:41,CRH/CR,TRUE,RATTLESNAKE,CLOUDY,9,20.8,23.5,SIGHT,BASKING,GOLF COURSE,rock,tee 7 shed site,322678.5696,5435069.686,SOUTH, ,54,66.1,282,100,182,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE, ,5-Jul,same as cap,0,shedding
989001005710951,7/6/2016,10:35:37,CRH/CR,FALSE,RATTLESNAKE,SUNNY,2,24,22.8,SIGHT,BASKING,SHRUB STEPPE,tall grass, downslope den 27,320819.8553,5437489.712,NORTH, ,5,57.6,290,115,175,FEMALE,ADULT,GRAVID, ,4:32, ,17:24,s16,>100,>100,NW,NW,FALSE,11:02,6-Jul,same as cap,0,scale lost L2 R5 L7. 30m to den 27
989001005710864,7/6/2016,11:46:37,CRH/CR,FALSE,RATTLESNAKE,SUNNY,2,33.6,32.5,SIGHT,BASKING,SHRUB STEPPE,tall grass,downslope den 27,320802.9345,5437486.409,NORTH, ,77,60.2,278,80,198,FEMALE,ADULT,GRAVID,2,7:02, ,17:04,s16- '2',>100,>100,NW,NW,FALSE,12:09,6-Jul,same as cap,0,3 eggs. near 3 other snakes
989001005710907,7/6/2016,12:17:39,CRH/CR,FALSE,RATTLESNAKE,SUNNY,2,33.6,32.5,SIGHT,BASKING,SHRUB STEPPE,rock,downslope den 27,320806.8405,5437488.248,NORTH, ,5,55.7,260,124,136,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,NW,NW,FALSE,12:30,6-Jul,same as cap,0, 
0a13677570,7/7/2016,11:05:09,CRH/CR,TRUE,GOPHER SNAKE,CLOUDY,9,24,25.3,SIGHT,MOVING,CONSTRUCTION,sage,W edge dev site fence,322594.1887,5434788.594,SOUTH, ,68,94.3,300,140,160,MALE,ADULT,N/A, , , , , ,Oct-50,50-75,W,S,FALSE, ,7-Jul,same as cap,0, 
4c3c072c42,7/7/2016,11:58:33,CRH/CR,TRUE,RATTLESNAKE,CLOUDY,9,24.1,25.3,SIGHT,COILED,CONSTRUCTION,under rock,t7 shed site,322677.7885,5435067.075,SOUTH, ,68,77.3,332,120,212,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,SE,SE,FALSE, ,7-Jul,same as cap,0,shed once since last yr
4c3c4b5e48,7/7/2016,14:09:47,CRH/CR,FALSE,RACER,CLOUDY,9,26.5,28.5,SIGHT,MOVING,SHRUB STEPPE,antelope,bridge by centre,322138.7579,5435055.181,SOUTH, ,1,73.3,203,130,73,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE, ,7-Jul,same as cap,0, 
4c1b316b1a,7/10/2016,10:05:08,CRH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,6,22.8,22.7,SIGHT,COILED,SHRUB STEPPE,under sagebrush,north hole 6 shed site,322585.4185,5435081.32,SOUTH,6,ps i love you,76.5,402,103,299,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,10:20,9-Jul,same as cap,0, 
4c3b6e6f56,7/10/2016,10:22:45,CRH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,4,22.7,22.8,SIGHT,COILED,SHRUB STEPPE,sage/rock,north fairway 6,322583.1833,5435079.961,SOUTH, ,28,58,271,108,0,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,W,W,FALSE,10:30,10-Jul,same as cap,0, 
989001005040850,7/10/2016,10:52:55,CRH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,5,24.1,23.1,SIGHT,BASKING,SHRUB STEPPE,rock,n fairway6 gulley shed site,322421.5643,5435038.286,SOUTH, ,72,38.6,160,104,56,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,W,W,FALSE,11.11,10-Jul,same as cap,0,shed 1 since last cap
989001004384284,7/10/2016,10:53:18,CRH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,5,24.1,23.1,SIGHT,BASKING,SHRUB STEPPE,rock,n fairway7 gulley shed site,322420.9804,5435036.976,SOUTH, ,72,46.8,197,104,93,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,11.05,10-Jul,same as cap,0,shedding 3rd time since 2016
989001005710858,7/10/2016,13:07:23,CRH/HB,FALSE,RACER,SUNNY,3,33.1,31.2,SIGHT,MOVING,SHRUB STEPPE,in the grass,north desert,320283.4827,5437431.294,NORTH, ,72,56.3,160,72,106,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,1.11,10-Jul,north desert, , 
989001005710886,7/10/2016,14:37:47,CRH/KH,FALSE,GOPHER SNAKE,SUNNY,6,29.1,32.2,SIGHT,BASKING,SHRUB STEPPE,road,road to bible camp,321126.1615,5435606.264,SOUTH, ,72,80.5,246,106,140,FEMALE,ADULT,NON GRAVID, , , , , ,>100,ON ROAD,S,N/A,FALSE,2:45,10-Jul,same as cap,0, 
989001004384318,6/13/2016,11:30:41,MAINTENANCE,TRUE,GOPHER SNAKE, , ,0,0, , , , , ,322161.0858,5434635.463,SOUTH, ,72,78.8,312,108,204,FEMALE,ADULT,NON GRAVID, , , , , , , , , ,FALSE, ,13-Jun,high desert,0, 
989001005040840,6/7/2016,12:20:26,MAINTENANCE,FALSE,RATTLESNAKE, , ,0,0, , ,CAMPGROUND, ,campsite 235,321245.4946,5435414.799,SOUTH, ,14,0,143,76,67,FEMALE,SUB-ADULT,NON GRAVID, , , , , , , , , ,TRUE,13:11,8-Jun,high desert,1,skinny
0a180d5f31,6/6/2016,11:15:05,MAINTENANCE,TRUE,RATTLESNAKE, , ,0,0, , ,CAMPGROUND, ,campsite 209,321252.5866,5435345.504,SOUTH, ,53,61.5,279,126,153,MALE,ADULT,N/A, , , , , , , , , ,FALSE,13:24,8-Jun,high desert,2, 
989001005040890,6/6/2016,11:30:19,MAINTENANCE,FALSE,RATTLESNAKE, , ,0,0, , ,CAMPGROUND, ,campsite 198,321271.5944,5435313.261,SOUTH, ,3,46,193,100,93,MALE,SUB-ADULT,N/A, , , , , , , , , ,TRUE,13:19,8-Jun,high desert,2, 
989001005710895,7/12/2016,12:35:07,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,30.3,30,SIGHT,BASKING,SHRUB STEPPE,rock,rookery downslope den 27,320803.5934,5437482.577,NORTH, ,67,57.3,286,80,206,FEMALE,ADULT,OVA DETECTED,b16-59a,5:09,b16-59b,15:40,s16-59,>100,>100,NW,NW,FALSE,13:16,12-Jul,same as cap,0,coiled w another snake. 3 ova
989001005710907,7/12/2016,12:56:59,JRM/CH,TRUE,RATTLESNAKE,SUNNY,5,30.3,30,SIGHT,BASKING,SHRUB STEPPE,rock,rookery downslope den 27,320809.5121,5437488.253,NORTH, ,5,55.7,260,124,136,FEMALE,ADULT,NON GRAVID,b16-60a,4:09,b16-60b,17:40,s16-60,>100,>100,NW,NW,FALSE,13:10,12-Jul,same as cap,0,cap 6 days earlier
989001004384313,7/13/2016,9:39:27,JRM/CH,TRUE,RATTLESNAKE,SUNNY,2,21.8,20.6,SOUND,COILED,GOLF COURSE,antelope,N edge fairway 6,322488.3719,5434958.707,SOUTH, ,5,45.5,188,125,63,MALE,JUVENILE,N/A, , , , , ,>100,>100,SE,SE,FALSE,9:45,13-Jul,same as cap,0, 
0a1367761b,7/13/2016,13:43:55,JRM/CH,TRUE,RATTLESNAKE,SUNNY,3,29.1,28.6,SIGHT,COILED,SHRUB STEPPE,sage,N green 6 shed site,322581.8125,5435078.103,SOUTH, ,2,59.3,291,65,226,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,13:48,13-Jul,same as cap,0, 
456d5d4e38,7/13/2016,14:17:16,JRM/CH,TRUE,RATTLESNAKE,SUNNY,4,31.2,31.8,SIGHT,COILED,SHRUB STEPPE,under bridge,trail bridge,322149.1169,5435046.424,SOUTH, , ,71.3,372,123,249,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,14:27,13-Jul,same as csp,0,shedding
989001005710892,7/14/2016,10:15:01,JRM/CRH/CR,FALSE,GOPHER SNAKE,SUNNY,1,21.6,23.1,SIGHT,MOVING,PINE STAND,tall grass,mountain grid 2,324837.3113,5435345.034,MOUNTAIN, ,3,66.8,260,99,161,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,10:22,14-Jul,same as cap,0,recently fed
989001005710899,7/15/2016,9:35:34,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,6,19.8,22,SIGHT,BASKING,SHRUB STEPPE,open ground b/w rocks,shed site 2 N hole 6,322504.6665,5435121.662,SOUTH, ,1,48.1,219,134,85,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,>100,>100,SW,SW,FALSE,14:52,16-Jul,same as cap,1, 
4c3d055019,7/15/2016,10:45:24,JRM/CH,TRUE,RATTLESNAKE,CLOUDY,8,24.4,25.6,SOUND,COILED,SHRUB STEPPE,under antelope,b/w hwy and sudstn,322737.7607,5434534.377,SOUTH, ,13,59.7,297,133,164,MALE,ADULT,N/A, , , , , ,50-75,Oct-50,N,S,FALSE,14:50,16-Jul,same as cap,1, 
4c3b6f5c28,7/15/2016,10:46:20,JRM/CH,TRUE,RATTLESNAKE,CLOUDY,8,24.4,25.6,SOUND,COILED,SHRUB STEPPE,under sage,b/w highway and substn,322717.2837,5434534.576,SOUTH, ,54,55.4,0,0,0,MALE,SUB-ADULT,N/A, , , , , ,50-75,50-75,N,S,FALSE,14:50,16-Jul,same as cap,1, 
989001005710941,7/15/2016,12:51:48,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,9,24.1,25.6,SIGHT,COILED,SHRUB STEPPE,under rock overhang,den 27 rookery,320807.241,5437482.345,NORTH, ,67,52.5,191,86,105,FEMALE,SUB-ADULT,GRAVID,b16-61a,6:25,b16-61b,16:20,s16-61,>100,>100,NW,NW,FALSE,13:05,15-Jul,same as cap,0, 
989001005040868,7/15/2016,13:32:26,JRM/CH,TRUE,RATTLESNAKE,CLOUDY,9,25.1,26.4,SIGHT,COILED,SHRUB STEPPE,under rock,toe slope den 27,320717.9364,5437442.856,NORTH, ,72,53.5,191,104,87,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,>100,>100,NW,NW,FALSE,13:46,15-Jul,same as cap,0,coiled w another snake
989001004384331,7/15/2016,13:32:48,JRM/CH,TRUE,RATTLESNAKE,CLOUDY,9,25.1,26.4,SIGHT,COILED,SHRUB STEPPE,open ground near rock,toe slope den 27,320718.0586,5437442.177,NORTH, ,52,63.2,312,103,209,MALE,ADULT,N/A, , , , , ,>100,>100,NW,NW,FALSE,13:40,15-Jul,same as cap,0,shed once since 2015
989001005710948,7/15/2016,14:56:14,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,9,21.7,23.7,SOUND,COILED,SHRUB STEPPE,under rabbit brush,riparian pt along rd,320030.5487,5436536.165,NORTH, ,14,74.2,416,76,350,MALE,ADULT,N/A,5:30,b16-62a, , ,s16-62,>100,>100,S,S,FALSE,15:13,15-Jul,same as cap,0,very defensive
0a13654b5c,7/18/2016,9:00:36,JRM/CH/KH,TRUE,RATTLESNAKE,SUNNY,2,20.5,19.8,SIGHT,BASKING,GOLF COURSE,antelope,east fairway 3,322342.9116,5434877.999,SOUTH, ,2,71.9,375,66,309,MALE,ADULT,N/A,b16-63a,4:02,b16-63b,15:55,s16-63,>100,>100,W,W,FALSE,9:11,18-Jul,same as cap,0, 
989001005710938,7/18/2016,9:23:57,JRM/CH/KH,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,6,21.3,20.3,SIGHT,MOVING,GOLF COURSE,tall grass,b/w fairways 3/5,322363.026,5434843.669,SOUTH, ,4,74.5,268,114,154,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,W,W,FALSE,9:30,18-Jul,same as cap,0, 
989001005710869,7/18/2016,9:40:36,JRM/CH/KH,FALSE,RACER,SUNNY/CLOUDY,6,22.3,22.3,SIGHT,MOVING,GOLF COURSE,under anteoopebrush,b/w hole 3 and 5,322358.0687,5434831.29,SOUTH, ,2,48,109,66,43,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,9:48,18-Jul,same as cap,0, 
0a180d6005,7/18/2016,10:00:34,JRM/CH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,7,22.3,22,SIGHT,COILED,GOLF COURSE,antelope,shrub steppe 4th tee box,322368.3633,5434783.804,SOUTH, ,4,54.9,221,114,107,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,>100,>100,NW,NW,FALSE,10:06,18-Jul,same as cap,0, 
989001005710934,7/18/2016,10:18:56,JRM/CH/KH,FALSE,RACER,SUNNY/CLOUDY,6,23.5,23.5,SIGHT,BASKING,GOLF COURSE,tall open grass,b/w hole 4 and 5,322404.9412,5434775.79,SOUTH, ,51,56.3,190,115,75,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,10:26,18-Jul,same as cap,0, 
989001005710940,7/18/2016,10:49:07,JRM/CH/KH,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,7,25.2,25.2,SIGHT,COILED,GOLF COURSE,tall grass,east edge of fairway 5,322523.9076,5434714.59,SOUTH, ,53,80.5,314,124,190,MALE,ADULT,N/A, , , , , ,>100,>100,NW,NW,FALSE,10:56,18-Jul,same as cap,0, 
4c3c1e4a39,7/18/2016,11:08:33,JRM/CH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,6,25.2,25.2,SIGHT,COURTING/MATING,GOLF COURSE,tall grass,east side fairway 5,322526.4079,5434723.432,SOUTH, ,53,49.7,231,122,109,FEMALE,SUB-ADULT,NON GRAVID,N/A, , , , ,>100,>100,NW,NW,FALSE,11:17,18-Jul,same as cap,0,shed 3x since 2014
0a180d5f5c,7/18/2016,11:35:44,JRM/CH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,6,28.6,30.8,SIGHT,COILED,GOLF COURSE,antelope,east fairway 5,322518.5975,5434743.613,SOUTH, ,2,56.3,209,66,143,FEMALE,ADULT,NON GRAVID,b16-64a,4:20,b16-64b,15:20,s16-64,>100,>100,NW,NW,FALSE,11:50,18-Jul,same as cap,0,with tango
989001005710885,7/19/2016,10:05:49,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,19.1,20.7,SIGHT,COILED,PINE STAND,in rocks,mnt mammal grid 1,324492.4533,5435482.107,MOUNTAIN, ,61,52.7,200,79,121,FEMALE,ADULT,NON GRAVID,b16-65a,3:28,b16-65b,15:45,s16-65,>100,>100,S,S,FALSE,10:22,19-Jul,sane as cap,0,coiled near delta
989001005710897,7/19/2016,10:45:33,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,6,19.3,20.2,SIGHT,BASKING,PINE STAND,in rocks,mnt mammal grid 1,324519.9732,5435429.843,MOUNTAIN, ,77,80.5,493,79,414,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,10:59,19-Jul,same as cap,0, 
