PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,SITE,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,BLOOD 1,BLOOD 1 TI,BLOOD 2,BLOOD 2 TI,SCALE,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS
989001005710918,8/26/2016,11:01:23,JRM/CH,FALSE,GOPHER SNAKE,SUNNY,0,30.7,28.7,SIGHT,BASKING,SHRUB STEPPE,open ground,north desert,320223.8639,5436883.819,NORTH, ,60,74.6,256,107,149,MALE,ADULT,N/A, , , , , ,>100,>100,NW,NW,FALSE,11:12,26-Aug,same as cap,0, 
484e094c24,8/27/2016,9:36:30,JRM/TOB,TRUE,RATTLESNAKE,CLOUDY,9,25.1,26,SIGHT,COILED,SHRUB STEPPE,tall open grass,near trail pased 2nd bridge,322056.884,5435287.881,SOUTH, ,4,72.3,368,112,256,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,9:45,27-Aug,same as cap,0,RIKER
989001005710867,8/27/2016,10:02:26,JRM/TOB,FALSE,RATTLESNAKE,SUNNY/CLOUDY,9,26.8,27.4,SOUND,COILED,SHRUB STEPPE,rabbit brush,edge of trail near village,322054.7093,5435373.33,SOUTH, ,4,61,253,109,144,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,13:16,27-Aug,near cap,0, 
989001005710902,8/30/2016,9:08:28,JRM/KAM,FALSE,RATTLESNAKE,SUNNY/CLOUDY,6,25.5,23.2,SIGHT,COILED,SHRUB STEPPE,within rocks,N CG fence,321576.0974,5434837.087,SOUTH, ,1,56.5,299,120,179,FEMALE,ADULT,NON GRAVID,b16-90a,4:30,b16-90b,15:40,s16-90,>100,>100,S,S,FALSE,9:24,30-Aug,near cap, , 
989001005710872,8/30/2016,11:02:29,JRM/KAM,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,28.6,29,SOUND,MOVING,SHRUB STEPPE,rabbit brush,N desert,320281.5698,5436278.198,NORTH, ,8,55.2,200,87,113,FEMALE,ADULT,NON GRAVID,b16-91a,4:28, , ,s16-91,>100,>100,N,N,FALSE,11:20,30-Aug,same as cap,0, 
989001005040911,8/30/2016,14:04:48,JRM/KAM,TRUE,RATTLESNAKE,CLOUDY,9,29.5,31.5,SIGHT,COILED,SHRUB STEPPE,antelope brush,N white sands,320209.7812,5436397.5,NORTH, ,8,70.4,345,87,258,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,14:14,30-Aug,same as cap,0,cap in same loc in june
4c3c072c42,8/31/2016,9:15:58,JRM/RR,TRUE,RATTLESNAKE,SUNNY,0,22.6,22.3,SIGHT,BASKING,GOLF COURSE,under dead sage cover,b/w tee  and hole 7,322530.9871,5434744.506,SOUTH, ,1,58.6,321,129,192,FEMALE,ADULT,NON GRAVID, , , , , ,50-75,75-100,E,E,FALSE,9:19,31-Aug,same as cap,0, 
989001004384248,8/31/2016,9:57:26,JRM/RR,TRUE,RATTLESNAKE,SUNNY,0,28.1,25.3,SIGHT,COILED,CONSTRUCTION,open ground near fence,NW DEV FENCE,322640.7851,5434849.733,SOUTH, ,51,54.4,218,111,107,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,Oct-50,<10,E,E,FALSE,10:03,31-Aug,same as cap,0, 
989001005710911,8/31/2016,10:17:02,JRM/RR,FALSE,RATTLESNAKE,SUNNY,1,28.5,26.7,SOUND,COILED,GOLF COURSE,tall grass,30m N dev fence along fwy 7,322661.743,5434902.435,SOUTH, ,54,39,135,95,40,FEMALE,JUVENILE,NON GRAVID, , , , , ,Oct-50,Oct-50,S,S,FALSE,10:29,31-Aug,same as cap,0, 
989001005710927,8/31/2016,11:23:44,JRM/RR,FALSE,RACER,SUNNY,1,27,26.6,SIGHT,MOVING,GOLF COURSE,tal grass,5th green,322352.1381,5434929.375,SOUTH, ,51,54.2,175,110,65,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,W,W,FALSE,11:32,31-Aug,same as cap,0, 
989001005710884,9/1/2016,10:31:47,JRM/RR,FALSE,RATTLESNAKE,SUNNY/CLOUDY,4,28.3,27.7,SOUND,COILED,SHRUB STEPPE,antelopebrush,N desert,319643.592,5437372.885,NORTH, ,62,56.5,215,86,129,MALE,SUB-ADULT,N/A, , ,b16-92b,16:05,s16-92,>100,>100,NW,NW,FALSE,10:45,1-Sep,same as cap,0,very agitated
L4,9/9/2016,16:06:22,JRM/JH,FALSE,NIGHT SNAKE,SUNNY/CLOUDY,5,24.4,24.2,SIGHT,HIDING,PINE STAND,under rock,rancher creek pine stand,322293.8214,5435284.897,SOUTH, ,43,32.5,93,82,11,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,SW,SW,FALSE,18:09,9/9/2016,same as cap,0,Scar on left side of body
0a13654b4a,9/10/2016,12:30:00,MAINTENANCE,TRUE,RATTLESNAKE,UNKNOWN,UNKOWN,0,0,SIGHT,UNKNOWN,CAMPGROUND,in the yard,close to store,321504.1598,5434730.86,SOUTH, ,3,58.6,284,96,188,FEMALE,ADULT,NON GRAVID, , , , , ,<10,<10,E,E,TRUE,9:30am,sept 12 2016,High Desert,2, 
 ,9/14/2016,16:05:00,JXS/RR,FALSE,GOPHER SNAKE, , ,0,0, , , , , ,322128.358,5434883.436, , , ,0,0,0,0, ,, , , , , , , , , , ,FALSE, , , , ,juvnile snake
989001004384329,9/15/2016,12:23:39,JXS/JH,TRUE,GOPHER SNAKE,SUNNY,0,25.7,23.9,SIGHT,HIDING,GOLF COURSE,under a hole,btw golf course and residentia,322591.2553,5434762.939,SOUTH, ,5,86,265,125,140,MALE,ADULT,N/A, , , , , , , , , ,FALSE,same time,same date,same place,0, 
989001005710896,9/16/2016,10:27:56,JXS/RR,FALSE,GOPHER SNAKE,SUNNY,2,27.4,22,SIGHT,COILED,SHRUB STEPPE,under antelope-brush,middle ofbn desert,320401.8773,5436717.925,NORTH, ,love,81.3,224,101,0,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,same,same,same,0, 
989001005710870,9/16/2016,13:13:58,JXS/JH,FALSE,RATTLESNAKE,SUNNY,1,31,29,SIGHT,COILED,TALUS,beside rock,den27,320844.8698,5437488.47,NORTH,27,60,82.7,492,107,385,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,same,same,same,0, 
4c3b463b0b,9/17/2016,11:12:35,JXS/RR,TRUE,RATTLESNAKE,SLIGHT RAIN,9,18.6,18.8,SIGHT,MOVING,SHRUB STEPPE,on the grass,cle to desert centre,322160.4192,5435123.863,SOUTH, ,67,56.7,203,89,114,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,same,same,n,0, 
989001004384233,9/17/2016,13:03:51,JXS/RR,TRUE,RATTLESNAKE,SLIGHT RAIN,9,21,21.4,SIGHT,COILED,GOLF COURSE,under antelope brush,m of fairway 7,322632.0052,5434843.247,SOUTH, ,67,60.5,276,83,193,FEMALE,ADULT,GRAVID, , , , , ,<10,Oct-50,E,E,FALSE,same,same,same,0, 
989001005710928,9/21/2016,12:40:00,JRM,FALSE,GOPHER SNAKE, , ,0,0,SIGHT,MOVING,RESIDENTIAL,on the rd,rancher cr. rd at cg intersect,321843.1834,5434646.771,SOUTH, ,1,84.2,263,128,135,MALE,ADULT,N/A, , , , , , , , , ,TRUE,16:45,21-Sep-16,high desert,0, 
989001005710898,9/22/2016,11:42:00,MAINTENANCE,FALSE,RATTLESNAKE,CLOUDY,7,0,0,SIGHT,UNKNOWN,RESIDENTIAL, ,SR parking lot front of GC,322188.5864,5434621.357,SOUTH, ,51,52.2,189,123,66,MALE,ADULT,N/A, , , , , ,<10,<10,W,W,TRUE, , , , , 
989001005710908,9/22/2016,16:24:54,JXS/RR,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,0,0,SIGHT,COILED,TALUS,under rock,upslope of den 6,322997.0756,5435274.456,SOUTH, ,51,78.2,377,97,280,FEMALE,ADULT,N/A, , , , , ,>100,>100,SW,SW,FALSE,16:50,22-Sep-16,same,0,injuried by tunge
989001005710931,9/23/2016,14:57:21,JXS/RR,FALSE,RATTLESNAKE,CLOUDY,9,16.4,18.3,SIGHT,COILED,SHRUB STEPPE,under antelope brush,shrub cls to village,321920.3118,5435409.108,NORTH, ,54,62.5,227,101,126,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,15:17,23/9/2016,same,0, 
989001005710852,9/24/2016,13:33:41,JXS/RR,FALSE,RATTLESNAKE,CLOUDY,3,22.8,22.2,SIGHT,BASKING,TALUS,on rhe rock,talus around den 6,323068.343,5435253.916,SOUTH, ,77,59.3,165,79,86,MALE,ADULT,NON GRAVID, , , , , ,>100,>100,W,W,FALSE,13:46,9/24/2016,same as capture,0, 
989001005710943,9/24/2016,14:06:43,JXS/RR,FALSE,RATTLESNAKE,SUNNY/CLOUDY,4,23.9,25.9,SIGHT,COILED,TALUS,under brush,up slope of den 6,323019.3758,5435269.871,SOUTH, , ,68.9,243,97,146,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,W,W,FALSE,14:16,24/9/16,same,0, 
989001005710906,9/24/2016,14:53:26,JXS/RR,FALSE,RATTLESNAKE,CLOUDY,8,22.8,24.9,SIGHT,BASKING,TALUS,on the rock,den 6,322937.9157,5435290.462,SOUTH,6, ,49.7,135,76,59,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,SW,SW,FALSE,14:58,9/24/2016,same,0, 
4C3c4d1c6e,9/24/2016,15:02:01,JXS/RR,TRUE,RATTLESNAKE,CLOUDY,8,22.8,24.9,SIGHT,BASKING,TALUS,on the rock,den 6,322937.1226,5435290.468,SOUTH,6, ,67.5,256,113,143,MALE,ADULT,N/A, , , , , ,>100,>100,SW,SW,FALSE,15:07,9/24/2016,same,0, 
4c133b1b24,9/24/2016,15:10:14,JXS/RR,TRUE,RATTLESNAKE,CLOUDY,8,22.8,24.9,SIGHT,BASKING,TALUS,on the rock,den 6,322934.7245,5435286.667,SOUTH,6, ,87.4,382,107,275,MALE,ADULT,N/A, , , , , ,>100,>100,SW,SW,FALSE,15:15,9/24/2016,same,0, 
4c13334106,9/24/2016,15:38:22,JXS/RR,TRUE,RATTLESNAKE,SUNNY/CLOUDY,6,22.6,24.1,SIGHT,MOVING,SHRUB STEPPE,grass,foothill under den6,322650.7519,5435251.839,SOUTH, ,43,61.3,257,77,180,FEMALE,ADULT,GRAVID, , , , , ,>100,>100,W,W,FALSE,15:49,24/9/16,same,0, 
989001005710880,9/29/2016,12:42:39,JXS/RR,FALSE,RATTLESNAKE,SUNNY/CLOUDY,6,21.30,24.80,SIGHT,BASKING,TALUS,under rock,rockpile cls den 6,322960.986,5435278.856,SOUTH,,62,87.00,427.00,87.00,340.00,MALE,ADULT,N/A,,,,,,>100,>100,W,W,FALSE,12:58,9/29/2016,same as cap,0,
989001005710949,9/29/2016,16:21:54,JXS/JH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,4,26.70,26.70,SIGHT,MOVING,GRASSLAND,on the ground,slope down rancher creek,322455.793,5435524.405,SOUTH,,1,67.50,313.00,125.00,188.00,MALE,ADULT,N/A,,,,,,>100,>100,SW,SW,FALSE,16:32,9/29/2016,same as cap,0,
989001005710855,9/30/2016,11:57:22,JXS/RR,FALSE,RATTLESNAKE,CLOUDY,5,24.10,27.50,SIGHT,BASKING,TALUS,on the rock,den 27,320854.155,5437476.231,NORTH,27,love,76.50,305.00,97.00,208.00,MALE,ADULT,N/A,,,,,,>100,>100,W,W,FALSE,12:27,9/30/2006,same as cap,0,
