Categories,PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type
Unfiled,48433E192C,08/20/2008,09:55 AM,CIK,Rattlesnake,,Sound,Yes,Horse trail ,3D diff,9,4.4,325,0321666,5434931,273,Grassland,Cloudy,100,19.5,19.2,,#7,,3.9,304,112,192,Female,Adult,No,"Gold, Fiesta yellow, Deep aqua",,,,,,,,On the move,2008-148,08recap
Unfiled,47017A3049,08/21/2008,08:53 AM,CIK,Rattlesnake,,Sight,,Campground-site 233,3D diff,24,2.4,288,0321236,5435427,279,"CG, Path","Overcast, Light showers",100,,,,,,5.8,415,91,324,Male,Adult,NA,"Fuchsia, , Fiesta yellow,Blue bell",,Use to be 45307B3900,,,,,,On the move,2008-149,Capt
Unfiled,4A1D751E33,08/21/2008,12:03 PM,CIK,Rattlesnake,,Sight,Yes,Powerline sub-station,3D diff,22,4.6,368,0322696,5434521,281,Antelope brush,Cloudy,100,22.2,24.9,,#8,,,278,96,182,Male,Adult,NA,"Gold, Citrus green, Fuchsia",,,08/22/2008,09:32 AM,OMM,1,At capture location,On the move,2008-150,08recap
Unfiled,4579506371,08/21/2008,02:29 PM,"CIK, TER",Rattlesnake,,Sight,Yes,E. of washroom4,3D diff,20,4.7,309,321442,5435250,283,"Shrub-steppe, Antelope brush","Overcast, Warm, Windy",50,24.6,24.8,,12,,3.9,274,104,170,Female,Adult,No,"Citrus green, Lt blue, Blue bell",,1 new rattle,,,,,,Coiled,2008-151,08recap
Unfiled,456F102247,08/21/2008,02:00 PM,"CIK, TER",Rattlesnake,,Sight,Yes,Snake fence N. end,3D diff,,,,,,,"Shrub-steppe, Antelope brush","Overcast, Warm, Windy",50,24.6,24.8,,12,,6,364,111,253,Male,Adult,NA,"Tango blue, Daisy cream",,Heckla,,,,,,Coiled,2008-152,08recap
Unfiled,433E525C64,08/25/2008,10:25 AM,CIK,Rattlesnake,,Sight,,Coverboards A-2,3D diff,109,4.9,311,321749,5434664,289,CoverBoard,"Cloudy, Raining",100,20.9,21.3,,# 2,,5.8,467,140,327,Male,Adult,NA,"Tango blue, Fiesta yellow",,Maximus,,,,,,Coiled,2008-153,Sight
Unfiled,485F024713,08/25/2008,01:34 PM,CIK,Rattlesnake,,Sound,Yes,N desert,3D diff,64,4.5,312,321377,5435408,291,Shrub-steppe,"Cloudy, Windy",100,24.7,26.6,,Yellow,,3.4,311,122,189,Female,Adult,No,"Daisy cream, Pt purple, Citrus green",,,,,,,,Coiled,2008-154,08recap
Unfiled,45301E3706,08/25/2008,02:28 PM,CIK,Rattlesnake,,Sight,,Above village,3D diff,129,4.9,334,321957,5435291,294,Antelope brush,"Cloudy, Light showers",100,24.3,23.2,,#5,,5.4,289,93,196,Male,Adult,NA,"Fuchsia, Tango blue, Daisy cream",,,,,,,,Coiled,2008-155,08recap
Unfiled,4551486333,08/28/2008,10:49 AM,CIK,Rattlesnake,,Sound,,Desert,3D diff,109,2.1,310,321538,543.5051,311,Grassland,"Cloudy, Cool",100,20.9,20.3,,#9,,5.1,305,104,201,Male,Adult,NA,"Fiesta yellow, Car pink, Citrus green",,,08/28/2008,05:06 PM,OMM,,At capture location,On the move,2008-156,Capt
Unfiled,485F024713,09/02/2008,04:21 PM,CIK,Rattlesnake,,Sight,Yes,Coverboards#A-8,3D diff,232,4.1,298,321588,5434810,329,CoverBoard,"Cloudy, Warm",100,26,27,,#17,,3.6,336,102,234,Female,Adult,No,"Daisy cream, Pt purple, Citrus green",,1new rattle,09/03/2008,11:00 AM,OMM,1,At capture location,Under coverboard,2008-157,08recap
Unfiled,CO158020908,09/02/2008,04:39 PM,CIK,Neonate,,Sight,,Coverboards-B3,3D diff,14,3.8,299,321725,543698,.330,CoverBoard#B-3,"Cloudy, Warm",100,25.6,26.2,,#11,,2.6,195,122,73,Female,Neonate,No,Gold,5398-5399,,09/03/2008,11:00 AM,OMM,1,At capture location,Under coverboard,2008-158,Sight
Unfiled,452F616938,09/02/2008,01:05 PM,Interpreter Staff,Rattlesnake,,Sight,Yes,Lrg Pithouse - inside,,,,,322,543,,Pit-house,"Cloudy, Warm",50,,,,13,,5.8,439,110,329,Male,Adult,NA,"Fuchsia, Fiesta yellow, Citrus green",,,09/03/2008,12:00 PM,OMM,1,Village riperean,On the move,2008-159,08recap
Unfiled,430F5B2E26,09/04/2008,01:22 PM,CIK,Rattlesnake,,Sight,Yes,First Bridge,3D diff,100,4,333,322136,5435055,,Under #1 bridge,"Sunny, Warm",50,25.6,26.7,Billy the kidd,#9,,6.6,446,105,341,Male,Adult,NA,"Tango blue, Fiesta yellow",,,09/04/2008,01:41 PM,"., CIK",,At capture location,Coiled,2008-160,08recap
Unfiled,4725366E33,09/05/2008,04:07 PM,CIK,Neonate,,Sight,No,Golf Course,3D diff,,,,322,543,,GC-club house,"Cloudy, Windy, Overcast",100,22.3,22.4,,#3,,3.4,155,91,64,Male,Juvenile,NA,"Gold, Tango blue, Deep aqua",,,09/05/2008,04:25 PM,OMM,,Pine tree bridge,On the move,2008-161,Capt
Unfiled,471D161F5C,09/08/2008,04:45 PM,"OMM, CIK",Rattlesnake,,Sight,No,Lower trail near Cottonwood,3D diff,20,3.3,331,322063,5435257,354,"Shrub-steppe, Sagebrush","Sunny, Cool",10,23.9,26.5,,#8,,3.4,217,95,122,Female,Sub Adult,No,"Gold, Tango blue, Fiesta yellow",,,09/09/2008,02:44 PM,OMM,1,At capture location,On the move,2008-162,Capt
Unfiled,4723762068,09/10/2008,12:16 PM,CIK,Rattlesnake,,Sight,No,By 2nd cover.,3D diff,35,4.9,329,322064,5435120,361,Shrub-steppe,"Sunny, Windy",0,27.2,26.4,,#4,,3.5,240,102,138,Female,Juvenile,No,"Gold, Tango blue, Pt purple",,,,,,,,On the move,2008-,Sight
Unfiled,4578502655,09/19/2008,10:41 AM,CIK,Rattlesnake,,Sight,Yes, 2nd bridge.,3D diff,105,0.004,327,322003,5435347,373,Grassland,Sunny,0,30.3,25.8,,#1,,,509,119,390,,Adult,,"Royal blue, Royal blue, Fiesta yellow",,,,,,,,Coiled,2008-,08recap
Unfiled,,09/19/2008,06:34 PM,CIK,Rattlesnake,,Sight,Yes,High desert,3D diff,53,4.7,346,321682,5435607,379,Long grass,Dusk,75,26.9,27.4,,yellow,,,,,,,,,,,,,,,,,On the move,2008-,08recap
